text,Label
সাপোর্ট করলে সাপোর্ট পাবেন,Political statement
ওর জন্ম হয়েছে কন্ডম দুর্ঘটনায়,Political statement
"যে পরকাল বিশ্বাস করে না, তার আবার বিচার কোথা থেকে আসে, নাস্তিকের কথা শুনলে......",Non-Political Statement
৭০৮০ রাকাআত তাহাজ্জুদের অলি,Political statement
আজ আমি খুবই রাগান্বিত। সবকিছু যেন ভেঙে পড়েছে।,Non-Political Statement
"এটা সাজানো নাটক।যেই বেটায় এইটা ছাড়ছে,এবং মিডিয়ায় ছাড়ছে এই বেটায় বড় মুনাফিক,বেইমান,যালেম।কারন,ইসলাম এটা শেখায়না।অপরের গোপনিয়তা অন্য মানুষের সামনে প্রকাশ করা।",Political statement
প্রিয় নেতা তৃণমূল শুধু চায় আমাদের মায়ের মুক্তি গণতন্ত্রের মুক্তি প্রিয় নেতা আপনি আমাদের বলেন আমাদের মায়ের মুক্তি কবে হবে কি করবো আমরা মায়ের জন্য,Political statement
এটা তোর বাপের কল রেকর্ড খানকির পোলা,Political statement
বইন দেখা তো যায়না!! কেমনে কি?,Non-Political Statement
নাস্তিকের বাচ্চারা আরকি করে কাবিরে খানকির ছায়াল,Political statement
অনন্তের চাইতে সাকিব অনেক সিনিয়র। সুতরাং সাকিবই সেরা।,Non-Political Statement
বাংলাদেশের পুলিশ আমাদের অহংকার আমাদের গৌরব শান্তিতে আমরা সমরে আমরা সর্বত্র আমরা,Political statement
কেউ বকাবকি করভেন না পুদ ম্রে সাউয়ার রগ ছিরালান খেলার আগে হেলমেট পরে নিন ধন্যুবাল,Non-Political Statement
আমার সাথে কেউ কথা বলছে না,Non-Political Statement
খুব সুন্দর লাগছে দুই জনকে।দুজনের জন্য শুভকামনা রইলো। সব সময় ভালো ও সুস্থ থাকুন।,Non-Political Statement
মিশ্রা ফখরুল আসসালামুয়ালাইকুম রুমিন ফারহানা আসসালামু আলাইকুম আমার নাম এমডি রাসেল ধর্ম ইসলাম বাংলাদেশ ভোলা,Political statement
চুরিতে ওতারা,Political statement
সাফা তো মুসলিম না তুমি যা দেখোনা তা বিশ্বাস করোনা তাহলে একজন কে তুমি আব্ব ডাকো সে যে তোমার আব্বু সেটা বিশ্বাস করলে কিভাবে তুমি তো আর দেখোনি।,Non-Political Statement
আজ আমি অনেক সুখী বোধ করছি।,Non-Political Statement
"ওরে বাটপাড়,ওরা বাটপাড়। আর কত কি যে করবি তোরা।",Political statement
আজকের ঘটনা আমাকে খুব কষ্ট দিয়েছে | বারবার মনে পড়ছে,Non-Political Statement
যত সব ফালতু পদক্ষেপ। এ গুলাতো কোভিট-19 আসার আগের প্রাথমিক প্রস্তুতির কেটাগরিতে পরে এখন তো অলরেডি আমরা সংক্রমিত হয়ে গেছি।তাই এখন কী করা উচিত সেটা ভাবুন । কীভাবে চিকিত্সা সরঞ্জাম ও মেডিসিন অতি দূরত্ব চিকিত্সকের হাতে পৌছানো যায় সেদিকে লক্ষ রাখুন । আসছে এখানে এডভাইস দিতে করোনা প্রতিরোধে সরকারের পদক্ষেপ মাঠ পর্যায়ে কাজের কোন খবর নেই।এই সব বন্ধ করে কথায় নয় কাজে পরিচয় দিন।,Political statement
তোদের মানুষ এখন হিজলা বলে বেটা দেশে আসো সাহস থাকলে,Political statement
ছোট থেকে বিএনপি ভালোবাসা আমার,Political statement
সিলেট এর জৈন্তাপুর থেকে,Political statement
"শহরের দোকানগুলো একদম পরিষ্কার নেই, আমি বিরক্ত!",Non-Political Statement
যে নাস্তিক এ ভিডিওটা করছিস তোরকি মরনের ভয় নাই। আসলে তুই বর্তমানে কারো পা চাটা কুত্তা তুই কোন না কোন পরকিয়ার জারজ সান্তান তোর জন্মের ঠিক নেই।,Political statement
পাগলের বাচ্চা পাগল বাংলাদেশের লোক বুঝে এই কন্ঠ নকল,Political statement
অষ্টগ্রাম উপজেলা যুবদলের পক্ষ থেকে শুভেচ্ছা,Political statement
"খবিসের বাচ্চা ইবলিশ ছাড়া এ কাজ করার ক্ষমতা আর কেউ রাখেনা। রোযা নিয়তের দিন, তাই আর মুখ খারাপ করলাম না।",Political statement
উচ্চাশা,Non-Political Statement
"এইটা জানি কে মাস্তান আর কে শামীম ওসমান
জাকির খান এর সামনে দাঁড়াতেও পারে না",Political statement
"নদীকে দেখলে সব ক্লান্তি চলে যায়, সত্যিই শান্তির উৎস!",Non-Political Statement
ডেভিড ভাই,Political statement
ধন্যবাদ জনাব হিরো আলম আপনার এই সাহসি বক্তব্য দেওয়ার জন্য। এইসব অশিক্ষিত ও অপদার্থ গুলার জন্য আজকে চলচিত্রের এই অবস্থা।,Non-Political Statement
"আজ বাবা-মা আমাকে কিছু না বুঝে কথা বলেছেন, আমি রাগিত!",Non-Political Statement
কামাল সাহেব সুবিধাবাদী ..,Political statement
বাংলাদেশ আওয়ামী লীগ গণমানুষের দল সংকট কালীন সময়ে অতীতের মতো আবারো মানুষের পাশে দাঁড়িয়েছে।,Political statement
"এই রাতে একটু হাহা কমই পাওয়া যায়, বারো তরকারি ",Non-Political Statement
"ভোগান্তি যার যার , উন্নয়ন শেখ হাসিনার।",Political statement
একটি অপ্রত্যাশিত চিঠি পেয়ে আমি সত্যিই রোমাঞ্চিত!,Non-Political Statement
তাতে আমাগরে কি?,Non-Political Statement
কুত্তার বাচ্চা তুই মরবিনা,Political statement
"আজকের দিনে আমি খুব রেগে গেছি, কারণ কেউ আমার কথা শোনে না। সবাই শুধু নিজেদের মতামত শুনাতে চায়, কিন্তু আমি কি কিছু বললেই হবে না? আমি খুবই অসন্তুষ্ট, মনে হচ্ছে কেউ আমার কাজের মূল্য দেয় না। আমার মন অস্থির, আর রাগ একেবারে মাথায় উঠে গেছে।",Non-Political Statement
গণঅভ্যুত্থান চাই !!,Political statement
"আজ স্কুলে একটি সফল বিজ্ঞান মেলা অনুষ্ঠিত হলো, খুব আনন্দিত ছিলাম!",Non-Political Statement
"আজকের ম্যাচে আমাদের দলের অসাধারণ গোল দেখে সবাই মুগ্ধ হয়েছিল, খুব ভালো লাগলো!",Non-Political Statement
তুই হালা রাজাকারের চোদা,Political statement
একটি প্রিয়জনের লেখা চিঠি পড়লে যেন নতুন করে জীবনের মজা অনুভব করি!,Non-Political Statement
"ধন্যবাদ, ছাত্রলীগ।বিল এবং হাওরের দিকে বেশি নজর দেয়া উচিত। কারণ, খোদা না করুক, হঠাৎ অতিবৃষ্টি বা বন্যা হলে ওখানকার ফসল তলিয়ে যেতে পারে।",Political statement
রাইট আপু অনেক ভালো লাগে আই মিস ইউ,Political statement
মিটুনের তুল কালাম মুভি দেখেছেন কেহ,Political statement
আমার মনটা আজ খুবই বিষণ্ণ। কিছুই ভালো লাগছে না।,Non-Political Statement
এমন নির্লজ্জ জাতি পৃথিবীর আর কোথাও নেই।,Non-Political Statement
"আপনার অনেক অন্ধ ভক্ত আছে আমার মত, তাদের সবাইকে বলে দিয়েন রক্তদানে এগিয়ে আসতে।বিশেষ করে, এই রমজানে মূমুর্ষূ রোগীরা খুব অসহায়ভাবে তাকিয়ে আছে আমাদের দিকে।রোজার দিন বলে কেউ রক্তদান করতে চায় না। আপনি একটু বলে দিলে সবাই মানবতার এই কাজে ঝাপিয়েঁ পড়বে। আপনিও অসহায়দের দুয়া পাবেন। সো প্লিজ- এগিয়ে আসুন রক্তদানের আহবানে।""",Non-Political Statement
ফুটবল ম্যাচে আমাদের দলের দুর্বলতা দেখে আমার রাগ বেড়ে গেছে!,Non-Political Statement
পরকালে বিশ্বাস করে না আবার আবার আল্লাহর কাছে বিচার চাস। আল্লাহ তরে হিদায়াত দিক। বাইঞ্চুদি বেডি,Non-Political Statement
"বাঘ ১ সপ্তাহ ধরে ক্ষুধার্ত থাকলেও কখনো ঘাস খাবে না
জামায়াত কিয়ামত পর্যন্ত ক্ষমতায় না আসলেও কারো গোলামী করবে না
ইনশাআল্লাহ",Political statement
হাহাহাহাহা হায়রে বিম্পি,Political statement
যখন পরকাল নিয়ে প্রশ্নবিদ্য হইছিলা তখন শয়তান কয়টা তোমার সাথে শোয়ার হইছিলো ‍♂‍♂আবার ভেটকি ও চোদায় কথা বলো বুঝ এবার ঠেলা,Non-Political Statement
ওবায়দুল কাদের কে বেফাঁস মন্তব্য করা থেকে বিরত থাকতে বলুন প্লিজ,Political statement
বোন আপনি প্যারাডক্সিকাল সাজিদ বইটি পড়েন। ইনশাআল্লাহ আপনার সন্দেহ দূর হয়ে যাবে।আল্লাহ আপনাকে হেদায়ত দান করুক।,Non-Political Statement
টাকা দিলে আইন পিছন দিয়ে দুর দিবে বালের আইন,Political statement
শহরের পার্কে বসে আকাশের দিকে তাকিয়ে অনেক শান্তি অনুভব করলাম!,Non-Political Statement
এদেশেই যত উল্টাপাল্টা বলবেন ততই বিখ্যাত হওয়া যায়। আমরা জানি ধর্মীয় বিষয়টা একদিনের নয়। ২৪ বছর বয়সী সাফা কবির তার ১৮ বছরে যা মনেপ্রাণে ধারণ করে এসেছেন সেটাই প্রকাশ করেছেন। তিনি বলেছেন তিনি পরকাল বিশ্বাস করেন না। একদিনের ট্রলে কি এমন ঘটে গেল তিনি মহাধার্মিক বনে গেলেন? গতকাল থেকে একটা বিষয় মিয়ে ফেইসবুকে ট্রল হচ্ছে সাফা নাস্তিক। অনেক ডিরেক্টরকেও দেখেছি তার পক্ষ নিয়ে কথা বলতে! যারা তার পক্ষ নিয়ে কথা বলেছেন তাকে নিয়ে বাহবা দিয়েছেন। মনে মনে তাকে নতুন কাজে নেয়ারও প্ল্যান করে ফেলেছেন অনেক। কিন্তু আজ বিকেলে সাফা তার নাস্তিকতা পরিবর্তন করে ধর্মে ফিরে এসেছেন এবং তিনি প্রকাশ করেছেন সৃষ্টিকর্তা তাকে ক্ষমা করবেন। তিনি ক্ষমা পাবেন কি পাবেন না সেটা সৃষ্টিকর্তার হাতেই ছেড়ে দিলাম। কিন্তু আমার প্রশ্ন ক্ষমা যদি এতই সহজ হয় তবে আমাদের খুন করতেও বাধবে না! সবাই বলবে ক্ষমা তো পাবই। আমরা আল্লাহ্  এর কাছে ক্ষমা পাব তা আমরা সবাই জানি। হাদিসেও আছে যার কিঞ্চিৎ ভালো কাজ আছে তারাও একবারের জব্য হলেও বেহেস্তে যাব। আমার কথা হচ্ছে যারা তার স্ট্যাটাসে খুশি হয়ে শেয়ার আর বাহবা দিচ্ছেন তারাই কেমন ধার্মিক। ধর্ম যার যার ব্যাপার।,Non-Political Statement
মীর মুহাম্মাদ ফয়সাল দুধের স্বাদ ঘোলে মিটাও,Non-Political Statement
বাহ অসাধারন ,Non-Political Statement
"পুটকি দেখা যাই কে, পরি??",Non-Political Statement
ভাই Nil Oporajita ও একটা নাস্তিক ওকে যতই ব্যাখ্যা দিবেন ততই সে নাস্তিকের পরিচয় দিবে।আপনি যে বিষয় ওর সামনে তুলে ধরলেন তার জন্য ধন্যবাদ।,Non-Political Statement
রোহিঙ্গা অনুপ্রবেশ ভয়াবহ রূপ নিলো।,Political statement
"আজকের দিনটা একেবারে উন্মাদনা, সব কিছু ভুল হয়ে যাচ্ছে। আমি সত্যিই রেগে আছি, কিছুতেই শান্তি পাচ্ছি না।",Non-Political Statement
"আজকের ম্যাচে আমাদের দলের পারফরম্যান্স দেখে আমরা সবাই খুব খুশি, তারা দারুণ খেলেছে!",Non-Political Statement
আমার বাগানে ফুল ফুটেছে | খুব সুন্দর লাগছে। | প্রকৃতির সৌন্দর্যে মুগ্ধ হয়ে গেছি।,Non-Political Statement
"রংপুর জেলা ছাত্রদল আপনাকে একবার দেখতে চায়
দাওয়াত দিলাম একা আসবেন",Political statement
দেশমাতার মু্ঔি চাই,Political statement
"হালার পুয়া
ডাকাইত এর বাচ্চা",Political statement
বড়লেখা সুজানগর তেকে।,Political statement
এই অডিও যিনি বানাইছে তারা কাফেরের দালাল,Political statement
"শহরের মানুষের মধ্যে এত অশান্তি, আমি বিরক্ত!",Non-Political Statement
হাসিনা জাল ভোট দিয়ে বারবার প্রধানমন্ত্রী হতে পারলে আমি কেন করোনা টেস্টের জাল রিপোর্ট দিতে পারবো না?,Political statement
টিক বলছেন,Political statement
হমম।একমত।কিন্তু সাঈদী সাহেব যতোটা নির্দোষী ততোটা নির্দোষী হয়তোবা খালেদা জিয়া নন।তার যে দোসে জেল হয়েছিল তাতে তার প্রত্যক্ষ দোষ খুজে পাওয়া যায়।তবে বর্তমান শাসকের এমন দোষ বহু।যা কিনা জেল দিতে হলে বা সাজা দিতে হলে শেখ হাসিনার দশবার জন্ম নিলেও তা শোধ হবেনা।সময় একদিন আসবে নিশ্চিত।তখন ইতিহাস কথা বলবে।,Political statement
চুরি করে দেশের মিলিয়ন মিলিয়ন টাকা আত্নসাৎ করে যারা দলের নামে ডোল বাজায় তারাই আজ সুশীল....,Political statement
নির্বাচনের আগে হচ্ছে না পদ্মা সেতু। বড় বড় বুলি দিয়ে কাউয়া এখন ভারতে।,Political statement
আসসালামুয়ালাইকুম মুশফিকুর রহিম। আপনাকে আমি খুবই পছন্দ করি। কোরআন তেলাওয়াত এইভাবে সোনা ঠিক না। অন্য কোন কাজের মাধ্যমে কোরআন শরীফ তেলাওয়াত শোনা নিষেধ এতে কোরআনের সাথে বেয়াদবি হয়। আশাকরি দয়া করে আপনারা ভিডিওটা  রিমুভ করে দেবেন।,Non-Political Statement
"পরিবারের সবাই মিলে একটি ভাল সিনেমা দেখতে গিয়েছিলাম, অনেক আনন্দিত ছিলাম!",Non-Political Statement
"জয় বাংলা, জয় বঙ্গবন্ধু।",Political statement
এখন টয়লেটে কখন যাবে সেটাও নিউস করেন ,Non-Political Statement
কোন।মাদারচোদে।।।এটা।বানাইছে।।ও।।সুয়ারের।।বাছা,Political statement
দেশ গড়েছেন শহীদ জিয়া নেত্রী মোদের খালেদা জিয়া ,Political statement
খালি বোরকা হলি হবে,Political statement
ফ্যাক আইডি,Political statement
আরেকটা বাংরেজি পণ্ডিত বের হইসে... পুরাই ফাউল,Non-Political Statement
আজকের দিনটা আমার জন্য খুবই আনন্দদায়ক।,Non-Political Statement
বোরকা পইরা গুরে শামিম,Political statement
"গ্রামে এসে মনে হলো, সব কিছু অনেক বদলে গেছে, মনটা কিছুটা ভারী হয়ে গেল!",Non-Political Statement
"তারাতারি করো, দেশ নায়ক বক্তৃতা দেবে",Political statement
তারেক রহমান জিন্দাবাদ বাংলাদেশ জাতীয়বাদী দল জিন্দাবাদ,Political statement
"তারেক রহমানের প্রকাশ্য-অপ্রকাশ্য সম্পদ রূপকথার গল্পকেও হার মানায়। মালয়েশিয়া, দক্ষিণ আফ্রিকা, সিঙ্গাপুর, সুইজারল্যান্ড ও থাইল্যান্ডে তারেক রহমান হাজার হাজার কোটি টাকা পাচার করেছেন। নামে-বেনামে যুক্তরাজ্য, যুক্তরাষ্ট্র, বাংলাদেশসহ বিভিন্ন দেশে বাড়ি রয়েছে তার। তার অবৈধ সম্পদের উৎস চাদাবাজি, দুর্নীতি এবং কমিশন। এভাবেই রাষ্ট্র ক্ষমতাকে কুক্ষীগত করে তারেক হয়ে উঠেছিলেন দুর্নীতির প্রতীক, মিস্টার ১০ পার্সেন্ট!",Political statement
কুত্তার বাচ্চা জাউরা এই ভিডিওটা তুই বানায় ছিস তোরে জবাই করতে হবে,Political statement
বিএনপি আবার আসবে,Political statement
বিএনপি জিন্দাবাদ,Political statement
"বস,আপনার ভারতমুখী হওয়া উচিত হয়নি..",Political statement
আল্লামা দেলোয়ার হোসাইন সাঈদীর বিরুদ্ধে মিথ্যা অপবাদ দিয়ে তুই নিজেই নিজের খতি করলি জাহান্নামের দিকে পা বারালি আমার সন্দেহ হয় তুই মুসলমান কিনা,Political statement
"বাজারে গিয়ে দেখা গেলো অনেক পণ্য ছাড়া হয়ে গেছে, খুব খারাপ লাগলো!",Non-Political Statement
আজকের দিনটা আমার জন্য খুবই বিরক্তিকর।,Non-Political Statement
"আজকে গ্রামের ঐতিহ্যগত উৎসবটা আর আগে মতো আনন্দদায়ক ছিল না, সবাই একাকী ছিল!",Non-Political Statement
আজ আমার কোনো কিছুতেই মন বসছে না | সবকিছু অর্থহীন মনে হচ্ছে,Non-Political Statement
আমি খুব দুঃখিত যে আমি আজকে সঠিকভাবে কাজ করতে পারছি না 😢,Non-Political Statement
"শূয়োরে চিনে কচু,,,",Political statement
বাহ তিনও বাচ্চা আজ কত্ত বড় হয়ে গেল <3,Non-Political Statement
"এহেন নিষ্ঠুরতা শুধুমাত্র ছাত্রলীগের পক্ষেই সম্ভব, কোন সুস্থ মানুষের পক্ষে সম্ভব নয়। ",Political statement
ওরে নিয়া যে ছবি বানায় সে কি পরিচালক না অন্য কিছু।,Non-Political Statement
আগুন :-*,Non-Political Statement
দেশে এত চাল চোর কেন?,Political statement
ঢাকাবাসি ধন্য হলো।,Non-Political Statement
আজকে শহরের ফুটবল ম্যাচ দেখতে গিয়ে অনেক মজা পেয়েছি!,Non-Political Statement
তোমার আচরণ আমাকে সত্যিই বিরক্ত করেছে 😠,Non-Political Statement
স্টাটাসটি তিনি নিজে লিখেছেন?,Non-Political Statement
বইনে ,Non-Political Statement
2023 সাল আমাদের হবে ইনশাআল্লাহ,Political statement
"আজ আমি আমার পরিবারের সাথে একটি নতুন রেসিপি রান্না করলাম, দারুণ সুস্বাদু হয়েছে!",Non-Political Statement
আমি খুবই ক্ষুব্ধ।,Non-Political Statement
ম্যাডাম আপনি তো ক্লোজআপ হাসি দিচ্ছেন।,Non-Political Statement
"শেখ হাসিনা মেরেও জিতেছে, কেঁদেও জিতেছে - বঙ্গবীর কাদের সিদ্দিকী। ",Political statement
"যে কোন সমাজেই সংখ্যাগরিষ্ঠের দায় থাকে, দায়িত্ব কাঁধে তুলে নেবার। অন্যথা হলে, যা হয়, তা হয়েছে বাংলাদেশে। হিন্দুদের সংখ্যা কমতে কমতে এখন, গ্রাম-গঞ্জের হিন্দু নামগুলো আছে, মানুষগুলো নেই। এতে সাংস্কৃতিক দিক থেকে যে অপূরণীয় ক্ষতি বাংলাদেশের হয়েছে, তা পুষিয়ে নেবার মত নয়। ""ভারতীয় উপমহাদেশে এরকম দৃশ্যই দেখতে চাই। হিন্দুর ওপর অত্যাচার হলে মুসলমান প্রতিবাদ করবে, মুসলমানের ওপর হলে হিন্দু করবে প্রতিবাদ। এই সহযোগিতা, এই সহমর্মিতাই পৃথিবীকে সুন্দর করবে।""--- এই বোধ যত দ্রুত জাগ্রত হবে, ততই মঙ্গল।",Non-Political Statement
কোনো মাস্তান কোনো লাটির দরকার নাই শুধু একটা বোরকা হলেই যথেষ্ট,Political statement
জায়েদ খান যদি নায়ক হতে পারে একশটা জায়েদ খান এক পাল্লায় দিলে একটা হিরো আলমের সমান হবেনা। জায়েদ খান আমার বালের নায়ক,Non-Political Statement
রবীন্দ্র রেও ছাড়লো না,Non-Political Statement
"অবৈধ বডিগার্ডের অবৈধ স্ত্রী, অবৈধ স্ত্রীর অবৈধ সন্তান।",Political statement
আজ সবার মধ্যে বোঝাপড়া না হওয়ার কারণে আমি খুব রাগিত!,Non-Political Statement
"আজকে এক অবিশ্বাস্য সুন্দর চিঠি পেয়েছি, যা পড়ে অনেক শান্তি অনুভব করলাম!",Non-Political Statement
বাসা থেকে চাবি হারিয়েছি | খুব রাগ হচ্ছে। | এখন কিভাবে ঢুকবো? ,Non-Political Statement
আসিফ ছাগুকে পুন্দাও আর কোন কথা নাই ।,Non-Political Statement
সকল মুসুলমান কে শান্তি দান করুনন,Political statement
রাস্তায় জ্যাম লাগিয়ে তাদের এসব করার কোন অধিকার আছে,Political statement
ফেইক,Political statement
সে এখন কেমন বোধ করছে জাতি জানতে চায়,Non-Political Statement
জয় ভাই যা বলে তা-ই হয়।,Political statement
কথা বলছে জে পোস্ট করছে তার মার সাথে,Political statement
"আল্লাহ তোমাকে হেদায়াত দান করুন, ইয়া আল্লাহ আজ মহিমাময় রজনী বিশ্বের মুসলিম মুসলমানদের ক্ষমা কর সাতে আমাকে ও মাফ কর (সুম্মা আমিন)",Non-Political Statement
আমার জন্য আজকের দিনটা ভীষণ অসহনীয় 😠,Non-Political Statement
আজকের দিনটি আনন্দে পূর্ণ।,Non-Political Statement
আস্ত একটা খানকি,Non-Political Statement
আলোচনার শীর্ষে আসার জন্য মানুষ নাস্তিকের মত আচরন করে। আর আমরাও বেকুবের মত  আলোচনা সমালোচনার ঝড় তুলি। এরই নাম বাঙ্গালী।,Non-Political Statement
চাপা রে চাপা,Political statement
"আজকের শোটা এতটাই খারাপ ছিল, আমি কিছুতেই রেগে আসতে পারছিলাম না!",Non-Political Statement
"আল্লাহ আপনাকে হেদায়েত দিক, আমিন।",Non-Political Statement
অগ্রিম অভিনন্দন,Political statement
"শহরের রাস্তায় এত গর্ত পড়ে রয়েছে, এটা দেখে আমি রেগে গেছি!",Non-Political Statement
ভালোবাসা অবিরাম ♥,Non-Political Statement
"এতো বড় একটি কথা বলার সময় বুঝে বলতে হয়,এটা নরমাল কোন কথা নয়,আপনি এভাবে একটা কথা বলবেন কেউ আশা করেনি,আপনি মুসলিম এটা আগে ধর্মীয় পরিচয়,আর এর জন্য সৃষ্টি কর্তা +নবীজি+ পরকাল কে বিশ্বাস করতে হবে,এমন কথা আপনার ধর্মীয় বিশ্বাসের সাথে প্রশ্ন বিদ্ধ করেছে",Non-Political Statement
ওর স্বামীকে গ্রেফতার করা হোক এবং দুইজনের বিরুদ্ধে ব্যবস্থা নেওয়া হোক,Non-Political Statement
এক নেতা অথবা নেত্রীকে ভরবে হাজারো লক্ষ নেতা পাহিরে আছি ইনশাআল্লাহ,Political statement
তা ও ভালো।।আপনি তো কচু চিনলেন বলবো না আপনি কি,Political statement
ক্যারিয়ার ধরে রাখার জন্য নাস্তিক থেকে আস্তিক হবার অপচেষ্টা :p,Non-Political Statement
"ভয়াল ২১ শে আগস্ট, সকল হত্যাকারীর বিচার চাই।",Political statement
খানকীর ছবি দেখলেই ঘিন্না হয়।,Non-Political Statement
মায়ের মুক্তি চাই,Political statement
"কিছু কথা বলার আগে ১০০ বার চিন্তা করবেন। আপনি কি বলতেছেন.....? দেহ দেখানো ভালো কাজ না। দেহ দেখাইতে দেখাইতে এমন অবস্থা হইছে,আল্লাহর কথাই ভুলে গেছেন। এই দেহ দেখানো বন্ধ করেন, আর আল্লাহর কথা চিন্তা করেন,দেখবেন পরকাল বিশ্বাস হবে ইনশাআল্লাহ।",Non-Political Statement
এ দেশ কারো বাবার নয়,Political statement
সমস্ত নেতা কর্মীদের বিপ্লবী সালামও শ্রদ্ধা,Political statement
আমার মনটা আজ খুবই উত্তপ্ত। সবকিছু যেন ভেঙে পড়েছে।,Non-Political Statement
প্রসংশনিয় উদ্যোগ ধন্যবাদ মানণিয় সরকারের উপদেষ্টা।,Political statement
"নারায়ণগঞ্জ এর কিং একমাত্র
জাকির খান",Political statement
বালের ব্যাখ্যা।ট্রাম্পের সহানুভূতি পাওয়ার জন্য কথাগুলো বলে এখন ফেঁসে গেছে।,Non-Political Statement
সাহায্যের নামে নগদ এপের বিজ্ঞাপন দি গেলা এইডা কিসু হইল ? এখন বুঝতেসি তুমি ভাল কিছু করলেও মাইংসে হাসে কেন...,Non-Political Statement
মনে হয় আমি একটা বোঝা | সবার জন্যই বাধা। | আমি নিজেকে অপদার্থ মনে করছি।,Non-Political Statement
কোন শালা ভিডিও ও রেকোড বানিয়েছে সে শালা তো মনে হয় জারোক ছেলে তার মা তো পতিতার সরদার,Political statement
সsujon roy tor mar loge acil bnp,Political statement
অসাধারণ ছিলো ❤️,Non-Political Statement
জাহান্নাম খুব ভয়ংকর... দুনিয়াটা ক্ষণস্থায়ী,Non-Political Statement
নিজেকে দোষ দিই সব সময় | কেন আমার সাথে এমন হয়? | আমি নিজেকে দোষারোপ করছি।,Non-Political Statement
জাকির খান কে,Political statement
"জয় বাংলা, জয় বঙ্গবন্ধু।শুভ কামনা বাংলাদেশ।",Political statement
আজকের দিনটা আমার জন্য খুবই হতাশাময়।,Non-Political Statement
"আজ বাজারে গিয়ে সবচেয়ে পছন্দের পণ্য কিনে নিলাম, দারুণ আনন্দ পেয়েছি!",Non-Political Statement
আল্লাহ হেদায়েত নসীব করুন।,Non-Political Statement
আচুদা।,Non-Political Statement
আল্লাহ হেদায়েত নছিব করুক আমিন,Non-Political Statement
"তোরা হলি বাজারের ব্যাশ্যা,, ব্যেশ্যার আবার,,,,,,,,   খানকিচুতমারানি মাগী যদি ভুল করি মানে কি?তুই এখনো নিশ্চিত না যে তুই কি লেভেলের ভুল করেছিস?",Non-Political Statement
"মাগির ঘরের মাগি!চুদমারানি!!""",Non-Political Statement
নামের পরে ইসলামটা বাদ দেন,Non-Political Statement
ডাভিংটা খোব ভালোই,Political statement
আজ ঐতিহাসিক স্থানগুলোর শোচনীয় অবস্থা দেখে মনটা জ্বলে উঠলো!,Non-Political Statement
যে এই পোস্ট করেছেও নিশ্চিত জারজ সন্তান,Political statement
"গ্রামের ছোট নদী শুকিয়ে গেছে, যা দেখে মনটা খুব খারাপ লাগছে! আগের মতো তাজা পানি আর ঝিরঝিরে শব্দ শুনতে পাওয়া যাচ্ছে না, একটা অদ্ভুত শূন্যতা বিরাজ করছে সেখানে। প্রকৃতির এই পরিবর্তন মেনে নেয়া সত্যিই কঠিন।",Non-Political Statement
প্রতিটা বাবার কাছেই তার মেয়ে রাজকন্যা।বেচে থাকুক ভালোবাসা,Non-Political Statement
খানকির ছাওয়াল হিরো আলম খাইছি তোরে যাবি কই,Non-Political Statement
"না খেয়ে দাঁড়িয়ে শিশুরা, প্রতিমন্ত্রী পেলেন সোনার নৌকা। ",Political statement
"তোমার চেহারা তো সুন্দর এরকম ভুতের মত সাজলে কেমন দেখা যায়, real face অনেক সুন্দর",Non-Political Statement
স্যোশার মিডিয়া বন্ধ করে জামায়াত নেতাদের নামে বিটিভির মাধ্যমে মিথ্যাচার।,Political statement
তাহলে আয় একটু মজা দিয়া যা,Non-Political Statement
তাফহীম উদ্দীন হ,Non-Political Statement
"বাংলাদেশে বক ধার্মিক হলে চুরি,ঘুষ ,দুর্নীতি,মদ-মাদক,জেনা -সব মাফ।কিন্ত প্রকাশ্যে নাস্তিক বললেই মহাবিপদ।যেদেশে এতো “আস্তিক’’-সেই দেশে এসব চলে কিভাবে????",Non-Political Statement
আমার বৌউ হবে আর কয়দিন পর,Political statement
বিএনপি বিজয় হবে,Political statement
"জয় বাংলা জয় বঙ্গবন্ধু কাকু আপনি তো নারীর গঞ্জের কিং
আপনার উপর কোন নেতা আছে নাকি আমাদের তো চোখে মনে হয় না",Political statement
বাসায় জানে?! ,Non-Political Statement
নৌকা উন্নয়নের প্রতিক,Political statement
"গালাগালির দরকার আছে, গালি না দিলে তো আর ভুল বুঝতে পারতা না, ক্ষমাও চাইতা না,,, সো তাদের বিরুদ্ধে বিচার না দিয়ে তাদের ধন্যবাদ দাও, জ্ঞানের চোখ খুলে দিছে তোমার",Non-Political Statement
"ফুটবল ম্যাচে আমাদের দলের জয় আমাদের দেশকে গর্বিত করেছে, আমরা সবাই গর্বিত!",Non-Political Statement
"মানুষের ঈমান নষ্ট হলে যা হয় আর কি,এইসব ময়লা আবর্জনা থেকে উঠে আসা,অসামাজিক ভাবে বেড়ে উঠা ছেলে মেয়েরা বলতে পারে এবং সেভাবে চলে ওরা।ওদের কারনে সমাজ আজ বিপদগামি..",Non-Political Statement
"আমরা মধ্যে বৃওরা আডালে থেকে গেলাম, খোজ নিলোনা কেউ।",Political statement
এর লাগিউ করোনা যার না,Non-Political Statement
করোনা মরলে শহিদ এখন ঘরে থাকতে বলেন কেন হুজুর ?,Non-Political Statement
