text,region
মাইয়ারা বাগান করতে ভালোবাসত,Mymensingh
তুই কি আরে বেকুব মনে করো নি,Noakhali
 অবায়দি যার লগে বিয়া অইছে হে গন্ডোমূর্খ,Sylhet
ওকগা হোলা যেরুম হেতার বাপ-মার দায়িত্ব হালন করে,Noakhali
মুই নিজে বেমালা অসুস্থ,Barishal 
কাউরে মিথ্যা কইয়া খুশি করার চাইয়া সত্যি কইয়া কান্দানো ভালো,Barishal 
বাসায় কারে জানায়াম কেমনে জানায়াম বুঝতাসিনা,Mymensingh
তুই জানো নে আত্তুন আর বাচিবার ইচ্ছে নো গরে,Chittagong
হাসফাতালত আইয়েরে হর চলো বাসাত যাই,Chittagong
বাংলাদেশঅত আঁরে বেজ্ঞুনে আঁর ডাকনামে চিনে,Chittagong
 বেশ পানি পাইয়া গাছ ইগইন মরি যাইতো নায়নি?,Sylhet
পাশ করা ডাক্তাররা এহন ভালো অবস্থায় নাই,Mymensingh
মোরে এহন ঘুমাইতে দ্যান,Barishal 
আই নো আইসসুম,Chittagong
আমি হারতাম না,Mymensingh
আই ইতারোরে দেইক্কি,Chittagong
ওনারা আমার স্বামীকে অশিক্ষিত মেয়ের সাথে বিয়ে দিতে চেয়েছিল,Noakhali
আফনের হাসির কাসে বেক কিসু হার মানে,Mymensingh
আমি চাই তুমিতাইন হকল সময় আমার লগে থাকো,Sylhet
ওনো উবাউকা,Sylhet
শইষ্যার তৈল অকালে চুল হাকি যাওন ও চুল হরা কমায়,Noakhali
ভালোবাসা মানে একজন আরেকজনরে বুঝতে পারা,Mymensingh
তুমি এত ঘুমাও কেরে ?,Mymensingh
যত তাড়াতাড়ি সম্ভব বিয়ার ব্যবস্থা কর,Mymensingh
তুঁই বেশি হতা হ,Chittagong
বৃষ্টি অইলেও কি গাছে হানি দিতে অইবো,Noakhali
আমার বিয়া হইসে চাইর বছর,Mymensingh
হে আফার গাত হাত তুলে এই কথা হখলে জানে,Sylhet
বাংলাদেশের জনপ্রিয় ফুটবলারগুলান অনেক উচু মানের খেলোয়াড়,Barishal 
আমরা এইহানে আসি আলোচনা করার লাইজ্ঞা,Mymensingh
তোমরার কেউর বিশ্বাস ওইতো নায়,Sylhet
তার আর আর স্কুলত ফ্রেন্ড তারা জানিত,Chittagong
খুব সুন্দর কতা কইছেন,Noakhali
আই হেতারে ইগিন শিখাইছি,Noakhali
আইজ ছুটির দিন,Mymensingh
মিথ্যা কথা কইয়ো না,Mymensingh
ফুটবল কেলা আঁর যিবনঅর অংশ,Chittagong
কইতোর পালতে বেমালা জায়গারও দরকার হয় না,Barishal 
সাড়ে চারটায় বেহের মাঠে আওনের কথা,Mymensingh
এরুম ন যে আই দেইখতে অসুন্দর,Noakhali
তাই সম্পর্কটা বেশ ভালাই আছিলো,Noakhali
ধিরে ধিরে আই দূরবল অই যাইলাম তার ফ্রতি,Chittagong
পুরাডা দ্যাহার অপেক্ষায় বইয়া রইছি,Barishal 
সম্পত্তি বেগগিন বেচি দি স্বামীরে ছাড়ি চলি যাইয়ুম,Noakhali
কেন জানি মনে ওই বেলা শেষ হই তুই ঠিক এই ঘরে আসবে,Noakhali
মোর জামাই ভিন্ন ভিন্ন মাইয়ার লগে হারা রাইত জাইগা কথা কয়,Barishal 
এই ভালোবাসা না থাকলে মানের জীবনে সুখের আশা করাডাই ভুল,Barishal 
মোর মাতা গরম থাহে,Barishal 
স্কুল-ও সাইকেল চালাইয়া যাইতাম মাঝে মধ্যে,Sylhet
আই তো মেকাপি দির নো ফারি,Chittagong
সে তার বাপের বাড়িতে থাকতে নাকি ১০ টার আগে ঘুম থেকে উঠতো নাহ,Noakhali
কেউ আর মারে কই দিও আই বিয়া করুম,Noakhali
সন্ধ্যায় আর মা আই আরে বিচার দিছে আর বাপের লগে ঝগড়া অইছে আবার,Noakhali
"ইতে চওরি গরে, বিয়ে বিয়ে নো গরে",Chittagong
মুই এউক্কা কষ্টের কথা কইলে হ্যায় নিজের কষ্টের কথা কইছে,Barishal 
হেয় হের পরিবাররে ভালবাসে,Mymensingh
ভালা মাইয়া হাইয়ের না ,Noakhali
আমার বাক্কা আগে এখবার বিয়া অইছিল,Sylhet
তুমিতাইন ওর মূল্যবান বক্তব্যর লাগি ধন্যবাদ ,Sylhet
হোন মানুষের ফ্রতি এব্বার বিশ্বাস উডি গেলে গয় অবিনয় গরি বেশি তাকা নো যায়,Chittagong
আর হলুদ রং দেহিত ফারি,Chittagong
সেদিন কথাডা কইসিলাম খালি তোমার ভালোর লাইজ্ঞা,Mymensingh
আমি সহালে নাস্তা কইরা ইস্কুলে যাই,Mymensingh
তয় এইডা কোনকালেই সম্ভব না,Barishal 
মাইয়ারে অন্য পোলার লগে বিয়া দেওয়ার আয়োজন করে,Barishal 
বিলাই বাক্কা আরামপ্রিয় প্রাণী ,Sylhet
মোর ৭ বৎসরর সবতা শেষ,Sylhet
যতদিন বাইচ্চা থাকি তোমারে মনে রাখবাম,Mymensingh
হাজার বছর আগে বেক বেডারাই ধুতি হইরতো ,Noakhali
তারা আমাকে অনেক অপমান করছে,Noakhali
ট্যাঙ্গা খাইলে বুদ্ধি কইম্মা যায়,Barishal 
কি গরে তা তো হইন্নফারির,Chittagong
 কুনো কুটুম মোর বাসাত আইলেও তারার লগে খাতির নষ্ট খরতা,Sylhet
তহনো মাইয়াফোয়ারা আচল টানিয়েরে মুখ ডাহিতো,Chittagong
মানুষ দিলের বেলাত যত পরিষ্কার দেয় বিলাই রাইতের বেলা ইয়ার তুন ও ভালা দেয়,Noakhali
আই হইত্যদিন ফুটবল খেলতাম যাই,Noakhali
দৃষ্টিভঙ্গি বদলাইলে জীবন বদলি যাইবো,Noakhali
আর হরিক্ষা দিতে এক্কেরে বালা লাগে না ,Noakhali
মাইফোয়া ইবা লাল শারি ফিন্দি তিয়ায় তাইক্কে,Chittagong
সে তো নো বুঝে,Chittagong
এহন পড়তে বয়াম,Mymensingh
হেই মাতারি আর হ্যায় মিল্লা মোরে খামরাখামরি করতে থাহে,Barishal 
তুই কি মোর লইজ্ঞা কিছু ল্যাখতে পারবি?,Barishal 
আংগোর খামারে ৫০০০টার বেশি মুরগি আছে,Noakhali
বাংলাদেশে বিভিন্ন দুর্যোগপ্রবণ অঞ্চল আসে,Mymensingh
তেতুল খাইলে বুদ্ধি কইম্মা যায়,Mymensingh
আর হাতকান ধরেন,Noakhali
আমারেতো আর ভালা লাগবে না,Mymensingh
আর হাালামুনির বইয়া অইয়ে ২০১৫তে,Chittagong
আকাশের নীল রংডা অসাধারন,Barishal 
যত বড় হইলাম বেহের চোক্ষে এক প্রকার বিশ এর মত হয়া গেলাম আমি,Mymensingh
হোলাগার বেক কাম এরুম এলোমেলো  অইতেছে কিল্লেই?,Noakhali
মাডির পাইলা গুলা বেমালা সুন্দর।,Barishal 
ইতা বাদেও আরেকটা কারণ আছে,Sylhet
আদুনিক সব্যতারে বিজ্ঞান বউত কিচু উফহার দিয়্যে,Chittagong
হে তার গাউর এখটা ইস্কুলো পড়ে,Sylhet
আঙ্গো ৩ বছরের হেরেম,Noakhali
"মাইয়ারা যে হারে ভদ্র পোলা খুঁজতেয়াছে, ভয় লাগতেয়াছে কোন দিন মুইও কিডন্যাপ হইয়া না যাই",Barishal 
আফনে  কিতা খামারর পশু পছন্দ করইন নি?,Sylhet
"ফোয়া অক্কলর ফোস্ট অইলদি সোমার দোয়ান ওর নান,বর হম মানুষই আইয়্যে",Chittagong
মোগো তিন বছরের সংসারে গেদু হয়নাই,Barishal 
আমি তোমার লগে দুনিয়াডা ঘুইরা আসতাম চাই,Mymensingh
আমরার মাঝে পিরিতর কুনো কমতি নায়,Sylhet
আঁই ফুটবল মেচ্চিন দেইক্তো বালবাসি,Chittagong
আমনের ছবিডা দেইখ্যা মোন ভইরা গেলো,Barishal 
বেগ কাম তো এলোমেলো হইতাসে না,Mymensingh
আমার পরীক্ষা দিতে একদমই ভালা লাগে না,Mymensingh
এহন নিজেই আর পারতাসি না,Mymensingh
হ্যার হাসি বেমালা সুন্দর,Barishal 
"তহন সময়মতো পড়ব, ঘুমাইব, আর খেলব",Mymensingh
আমার ইছা মাছ খাইতে বেশি বালা লাগে,Sylhet
সে এহন রাজশাহী চইলা গেসে,Mymensingh
ঠাণ্ডা হইলে গরম রং চা খাইলে ভালো লাগে,Barishal 
ইতে বউত বেলা গরি গুমযাই,Chittagong
আই বেশিি ডর,Chittagong
তোমাগো লইজ্ঞা কিছু করতে তো পারলামি না উলডা পরিবারডা শেষ করলাম,Barishal 
আই গনিতে অনার্স কইরতেছিলাম,Noakhali
আই খেইয়াল গইজ্জি দে তারার মার ফুতর সম্পর্ক খুব হারাফ,Chittagong
নানা আরে চাই হুশি অইয়্যে,Chittagong
আর হথম ভালোবাসার মানুষটা আছিলো ভুল,Noakhali
কিচু ফাইতো অইলে কিচু চাইরতো অই,Chittagong
বৃষ্টির দিনও গরমা গরম খিচুড়ি আর গরুর গোস্ত খাইতে বালা লাগে,Sylhet
রবিবার থাইক্কা আমরার বিশ্ববিদ্যালয় ক্লাস শুরু,Mymensingh
আরে এক্কানা সাহায্য কইরবেন ,Noakhali
হ্যায় মোর কথার উত্তরে ছোডো কইররা কইলেন হ,Barishal 
আমি পাশে বহায়া কইসি যে এই কামের লাইজ্ঞা আমার খারাপ লাগসে,Mymensingh
আমার ভাইয়ের অবস্থা ওতো ভালা না,Mymensingh
তুই কিতা ওউ স্কুল-ও পড়াত আইতে চাস নি?,Sylhet
মুই প্রেম কইররা বিয়া করছি,Barishal 
গণিত তোমার কেমন লাগে?,Mymensingh
তোমার লইজ্ঞা মোর বেমালা কষ্ট হয়,Barishal 
আরে বিশ্বাস গরো,Chittagong
কিছু কিছু বিষয়ত হোন সমাধান নো তাহে,Chittagong
কাআরন চারা গর অত মোম্বাত্তি যালাই বই আচি,Chittagong
 মুক্তিযুদ্ধর ভাইরা আমরার লাগি খতো খষ্ট করছইন,Sylhet
কোন কিছুই এক্কালে সহজে হারাইয়া যায় না,Barishal 
দুইবেলা ডাইল ভাত খাইয়া নিজর মত এখলা থাকা অনেখ ভালা ,Sylhet
ফইর ত মনে ন হর আযিয়া,Chittagong
মাইআউগ্গা শ্যলেত দিআ আঔআ পলাউগ্গারে আক্সের ভালপায়,Barishal 
আমার পরিবারের অর্থনৈতিক অবস্থা বর্তমানে মেলা খারাপ,Mymensingh
এই মাইয়া রীতিমতো আমার ভাই আর মারে কষ্ট দিতাসে,Mymensingh
মোরা সালাম নেলাম,Barishal 
গরিত হটা বাযের,Chittagong
অনে কুব সুন্দর গরি সমস্যাগান সমাদান গইরগন,Chittagong
ইয়েনত যদি আর জামাইর খুব বেসি সমইস্যা অয়,Chittagong
আর স্বামী আর লগে আইয়ে ন,Noakhali
মোরে বিশ্বাস করো,Barishal 
বাপরে বাপ কত্তোর মিছিল,Barishal 
হখল কাম মুই খরি তাইন এখটা কামও খরইন না তাও আমরা ভালা নায়,Sylhet
আরে এককান গান হুনাইবা,Noakhali
হরাশোনা করি কি অইব যদি তোয়ারে না পাওয়া যায়,Noakhali
ঠিক করা অইলো বেকে মিলি হিয়ানে যাইয়ুম,Noakhali
আমার হড়িও নাই মারা গেছইন বাক্কা আগে,Sylhet
ফোস্ট গম না লাগিলে চলি যো গয়,Chittagong
আন্নে থানায় যাই ওকগা মামলা করেন,Noakhali
এহন আমি আমার বাপের দায়িত্ব পালন করবাম,Mymensingh
"রোইদে হানিতে টিকে রং, হাকা কই হেইডারে",Noakhali
আফনার কিতা মন খারাফ নি?,Sylhet
চলো তে একদিন দেখা করি পুরা শহর রিক্সা দিয়া ঘুরি,Sylhet
ফুড়ির ঘটনা হুনিয়া আমরা তানরে দেশো আওয়ার লাগি কই ,Sylhet
বেগগিন হুনি বুইঝলাম যে অন আর ইয়ানো থাই কোন লাভ অইতো ন,Noakhali
বেকে রেনি ছাইলো,Noakhali
ছেড়াটা সিলেটতন ঢাকাত আইসে,Mymensingh
যদি মুই ভুল করি তাইলে মোরে দয়া কইরা শুধরাইয়া দেবেন,Barishal 
তুই মোর ধারে এইয়া কিছু শেখতে চাও?,Barishal 
তোমারে দেই থমকী খাড়াই গেছি,Noakhali
"হারাদিন বাড়ি বইয়া ফেসবুক, টিকটকে সময় কাড্য হ্যার",Barishal 
তুমি কি মোর লগে পেরেম করবা?,Barishal 
চুপ আসিলাম বুঝাইসি মেলা লাভ হয়নাই,Mymensingh
তোমার কিতা মন খারাপ?,Mymensingh
উদু মাত্র ফুয়ার মুখোত  তাকিয়েরে চুপ গরি আছি,Chittagong
হেতোনে এলা আর লগে দেয়া করার লাই দেশে আইছে,Noakhali
কাল ঘটনাটা হুনার পর থাইক্কা আমার দম বন্ধ লাগতাসিল,Mymensingh
ততোদিনত আই তার ফ্রতি দুরবল অই গিয়ি,Chittagong
আই তোওর মনে কতা বুজি,Noakhali
তুউই কি দেইকছো,Noakhali
উগ্গো পোড়াবাড়ি আছে,Chittagong
আঁই আঁর গ্রামর বারিত যাইয়্যুম টিক গইরগি,Chittagong
আর নানা সুস্থ,Chittagong
ইয়াবত থুথু ফেলন মানা,Chittagong
বেগগিন হুনি আই কইলাম,Noakhali
কয়েকদিন উবাও একটু,Sylhet
আঁর মার রাঁদা বউত মযা,Chittagong
অনর এই ফোস্ট ইয়ান কুব উফকারি,Chittagong
আইজকা তোমারে দেখতে আইব?,Mymensingh
আমি তোমারে একটা উপহার দিতাম চাই,Mymensingh
আম্মার লাগি বেশি খারাপ লাগছে,Sylhet
আন্নেরা কন যে স্বামী ভালোবাসি কথা কয়না,Noakhali
কথা ওগু তোমরা কেউর ওউ বিশ্বাস ওইতো নায়,Sylhet
আর মাথাত অনেক ব্যাথা কইরতেছে,Noakhali
হিছনে অনো মেলা  মানুষ লাইনে খাড়াই রইছে,Noakhali
মোরে দেইখ্যা বেমালা খুশি হইছে,Barishal 
তোঁয়ারার লাই তো কিচু গরিত্ ন পারি উল্ডা ফরিবারগানেরে শেষ গইরগি,Chittagong
তেও সব মরণ এউ মাইনষরে কষ্ট দেয়,Sylhet
হেতাগো কতাবার্তা হুনি মনে অইছিলো আরে বিয়া কইরছে মানে আরে কিনি নিছে,Noakhali
 অনেখ তুমার সংসারর দায়িত্ব পালন খরছি,Sylhet
আর মা আর তোওয়ার মার বহুত গয়না আসে দে,Chittagong
বেইন্না কালে ঘুম গোনে ওডার পর মুই ভালো কামে বেমালা সময় দেতে চাই,Barishal 
আমার ৮ মাসের একটা ছেলে বাবু আছে,Mymensingh
এরবাদে থাকি ক্লাস টেনে রিলেশনো যাই,Sylhet
তুমি যাও একলা একলা,Mymensingh
আই বেহার,Chittagong
বাংলাদেশ ক্রিকেট দল শক্তিশালী দলের ভিত্ত্বে ইজ্ঞা,Noakhali
আমার বিয়াত দাওয়াত রইলো ,Sylhet
একটা মাইয়ার বিয়া যাওয়ার পর হের পরিবারের প্রতি হের কি কোন দায়িত্ব থাকতে পারে না?,Mymensingh
অসুখে হ্যায় কয়েক বছর ভোগছে,Barishal 
খুব সুন্দর কথা কইসেন,Mymensingh
মাইয়াডার হগল কাম এইরহম আউলাঝাউলা হইতেয়াছে কির লইজ্ঞা?,Barishal 
আই ভোরে দেড়ি করি ঘুম তুন উডি ,Noakhali
এদ্দিন সুন্দর এক্কান বাগানত ওজ্ঞা মাইফোয়া আডের,Chittagong
আমার খালামণির বিয়া ওইছে ২০১৫ ত,Sylhet
কিন্তু তুঁই এহন এতোই বালা আচো ইয়ান আঁই মানি লইত ন ফারির,Chittagong
ববিশোতে আর পোলা মাইয়া জোন দেখবো হেগুনের বাপ কথা টা রোমান্টিক আছিলো,Noakhali
আর সম্পর্কের চাইর বছর অইতে চললো,Noakhali
 আফনার ছবিটা দেখিয়া মন ভরি গেছে,Sylhet
আমার বন্ধুরা সপ্তাহের মাঝে দুইডা ফুটবল ম্যাচ খেলতে পারে,Mymensingh
আইজগা আরে কয় আই বেলে হেতির যোগ্য ন,Noakhali
 খেগর উফরে লেখা আছিল শুভ জন্মদিন আমার বউ,Sylhet
মুই বাজার গোনে হোবরি কিন্যা আইলাম,Barishal 
তুমি কি রানতে পারো?,Barishal 
আফনের এই পোস্টটা খুব উফকারী,Mymensingh
তোমার ভাল না লাগলে কিছুই করার নাই,Barishal 
ডিসেম্বর মাসো তাইন তান পরিবাররে জানাইছলা মোর খতা,Sylhet
মাইফোয়া ইবার ওজ্ঞা বালা বন্দু আচিল,Chittagong
শ্যাষ বলে ছক্কা মাইররা বাংলাদেশ জিততা গ্যাছে,Barishal 
পুরাগা দেইকবার অপেক্ষাত বই রইছি,Noakhali
দুইনাম্বার বিয়ায় মুই কল্পনার চাইয়াও সুখী,Barishal 
তার কিতা থুরাও মনো ফড়ে নানি আগর দিনর মাত?,Sylhet
আমার ফয়লা বিয়া আমারে জোর করিয়া দিছে,Sylhet
আর ইচ্ছে আই ভাইব্বুম,Chittagong
আমি তোমারে চিনি না,Mymensingh
হেতে বোইনের গাত আত উডায় এই কতা বেকে জানে,Noakhali
যহন মাইয়া বোঝে তহন পোলা বোঝে না,Barishal 
হেরার জানার কথা না,Mymensingh
তারারে গালি দিবর সুযোগ গরি দন,Chittagong
হ্যারা স্লোগান আরম্ভ করল,Barishal 
সহজ ভাষায় কতা কওয়া উচিত,Barishal 
তুমি কি আমারে ভালবাস ?,Mymensingh
আমি বাংলাদেশ ওর ক্রিকেট দলরে সমর্থন করি,Sylhet
আমি খাওনে টক খুব ভালবাসি,Mymensingh
তুমি কিতা রাইতের বেলা বাইরে বের হইবা ?,Mymensingh
আমি নিজেই অনেক জনরে উপদেশ দিসি,Mymensingh
আর মা আরে ভালোবাসে,Noakhali
পানির লইজ্ঞা হাহাকার আর ভাল লাগদেয়াছে না,Barishal 
পন্ডো দিনর মাঝে আমরার বিয়া অইলো,Sylhet
শিম ভাজি আমার পসন্দের সবজি,Mymensingh
সমস্যা টা অইতেছে কয়েক মাস আগে থেকে আর শাশুড়ী মারে লই,Noakhali
"ভালা মানুষ বুলে বেশিদিন বাছইন না, ইতা হুনার পর খুব টেনশনে আছি",Sylhet
ওয় ঠিকই কইসে,Mymensingh
চোখের সামনে যাদেরকে দেখসেন তাদেরকে কাইলগা যে দেখবেন হেডার কোনো নিচয়টা নাইয়েরর ,Noakhali
বেয়াক্কিসুত তার এলোমেলো আছরন,Chittagong
বিয়াইত্যা জীবনে সুখে থাহেন,Barishal 
আম আঁর ফ্রিয় ফল,Chittagong
আরেককানা বড্ডা অইলে কী কইরবা ?,Noakhali
ঘরের খাডাল পরিষ্কার করতে হইবে,Barishal 
ঘরের ফ্লোর পরিস্কার করা লাগবো,Sylhet
কিন্তু আই নিজেই দেখছি হেতনে মারে কত ভালোবাসে,Noakhali
 আব্বার মুখর দিকে চাইয়া কিলান এখটা শূন্যতা অনুভব খরলাম,Sylhet
মানষ মেলা স্বার্থপর,Noakhali
আই কইলাম চলো কাজী অফিসে যাই বিয়া করি ,Noakhali
তাইন আমার মাত ওর জবাবে আস্তে করি ওয় কইলা,Sylhet
 অউ মাত হুনিয়া আব্বায় গুসা খরি ফোন কাটি দিছইন,Sylhet
কুনো হতা খারাপ লাগিলে দয়া করি মাফ গরি দিয়োন,Chittagong
আগে আর ফোয়ারিত দেহা গইত্তো,Chittagong
হ্যায় হিশাব  মিলাইতে পারতেয়াছে না,Barishal 
তুমি আরে দোষ দিতেছো কিল্লেই ?,Noakhali
ভাবসি আপন লোক কিতা এমনই হয়?,Mymensingh
আহা! কি সুন্দর খেলাই দেহিলাম,Chittagong
আমার গাড়ি ওগুর রঙ ওইলো লাল,Sylhet
 মোর গেছে লাগে মুই জানিলাইছি ইকান তারা হুনলে মোরে জানে মারতেও তারা দুইবার ভাবতা নায়,Sylhet
সমান দুগা টুকরা অই গেছে,Noakhali
আমরা পারিবারিক কারনে ১ বত্‌শরর লাগি এখন নিজর বাড়ি থাকি অইন্য জাগাত আছলাম,Sylhet
মেসি ওইলো আমার পছন্দর ফুটবল খেলোয়াড় ,Sylhet
বাংলাদেশী মাইয়াফোয়া ইবা ফরিবার সহ নিউজিল্যান্ডত তাহে,Chittagong
চাইরপাশে কত বড় বড় গাছ,Mymensingh
বেজ্ঞুন কেন আচো,Chittagong
তুমি কিতা গেসিলা?,Mymensingh
মোর বিয়া হইছে নয় বছর,Barishal 
ফোয়ারে কুঝি ফাইবেল্লাই শুধু উনার হাসত ফোয়ার পাসপোর্ট  কফি চবি আসিল এক্কান,Chittagong
মুই বড় ফুড়ি আমার ছুটো বইন আছে খালি,Sylhet
সমান দুইটা টুকরা ওই গেছে,Sylhet
আঁর এগিন এক্কানাও গম ন লাগের,Chittagong
আই অনেক চেষ্টা কইরছি যে আর কোন ভুল আছে কিনা,Noakhali
তুঁই কি দেহর নে ?,Chittagong
কিন্তু হে হের মন মতোই,Mymensingh
সরিষার তেল দিয়ে্রে ঝাল মুড়ি বানাইও,Chittagong
আমারে বিশ্বাস কর,Mymensingh
অনে কি লাতিয়া হাইয়োন না?,Chittagong
মোর দুজ্ঞা দিন থেইক্যা ঠাণ্ডা কাশি,Barishal 
হেয় স্কুলেই যায় নাই কহনো,Mymensingh
আমার দাঁত মেলা ব্যথা করতাসে,Mymensingh
আরে দেই খুব খুশি অইলো,Noakhali
আমনে কহনোই পারবেন না অন্য কারোর ভালোবাসারে ছিনাইয়া লইতে বা জোর কইরা আর একজনের ভালো লাগার মানু হইতে,Barishal 
আমি তারে বালা ফাই,Sylhet
আমরার পরিবারে আনন্দের বাইরে কোন ঝগড়া নাই,Mymensingh
মুই বেশি উচা,Barishal 
তুয়ার রাঁদা তো ফুরা আম্মার নান ,Chittagong
পোরথোমে বালিশের তলে হাতাইছে,Barishal 
আমি ওরে কয়া দিসি আমি আর তোমার লগে সংসার করতাম না,Mymensingh
আঁই বিয়ার ফর জানিত ফারি আঁর জামাইর আগে দুয়্যা বিয়া গইরগিল,Chittagong
তয় হ্যায় কইছে যা কওয়ার ডিফোর্স লেটারে কইবে,Barishal 
আমি একজন মেয়ে মানুষ,Mymensingh
ফওয়া ইবা বাপ চাচার ডরত কিছু নো হর,Chittagong
ছেড়া ছেড়ি একজন আরেকজন রে প্রচন্ড ভালবাসে,Mymensingh
"চউক মেললেউ দেখি তুমারে, চউক মুজলে পাইলাই আরো কান্দাত ",Sylhet
হিয়ানো কলম দি কীসব টুই রাইখছে,Noakhali
হ্যায় নামাজ কালাম ও ভালো কইররা পড়ে না,Barishal 
"থুরা বেশি ওই গেছে, কম ওইলে আরো ভালা লাগলো নে",Sylhet
এই গানইবা ফুনি মনো অইল আঁই বাংলাদেশ অত্তুন গুরি আইস্যি,Chittagong
আই ফুটবলের বিশ্বকাপ দেকতাম যাইয়ের,Noakhali
এক কতায় সোনার টুকরা স্বামী আর,Noakhali
তুমি রাঁধছো,Noakhali
মোর আর বাঁচতে ইচ্ছা করেনা জানেন,Barishal 
মুই হারাইয়া গেছি,Barishal 
ভালোবাসা মানে তো মানুষের জীবন,Mymensingh
হ্যার ইসকুলে যাইয়া পড়াল্যাহা করতে ভালো লাগে না,Barishal 
আমনে কি আমনের হাত ধুইতে পারেন?,Barishal 
তুমি কি গ্যাছেলা?,Barishal 
স্কুল জীবনতুন হেতাগো পেম আছিলো,Noakhali
মুই এহন সুস্থ ম্যালা,Barishal 
তুই কি এই ইস্কুলে পড়তে আইতে চাও?,Barishal 
জীবন দিয়া ক্যাম্নে এত হওালে দিন গুলান কাইট্টা গ্যালে হিসাব মিলাইত পারিনা,Barishal 
কারো কথা হেয় হুনে না,Mymensingh
আঁই ফুটবল মেচ দেইক্তো কুব বালবাসি,Chittagong
আঁর ফ্রিয় লেকক হুমায়ুন আহমেদ,Chittagong
আন্নেরে আই কল দিমু না,Noakhali
আফনে ওউ কলম ওগু লউকা,Sylhet
আইজগা প্রায় ৮ দিন হানি নাই,Noakhali
সব মিলায়া হের খুব আনন্দ হইতাসিল,Mymensingh
কারেন্টের সমেস্যার কি সুরাহা হইছে?,Barishal 
আমি তহন কই কেন কি হইছে ?,Mymensingh
"আঁর ফরিবারে আঁই, মা, বাবা আর ওজ্ঞা গুরা বইন",Chittagong
তুউই ঢাকার কোনাই থাকো,Noakhali
আমরা ঢাকাত থাই,Noakhali
তারার গরর হামর লোক রাহিবেল্লাই চাইলো,Chittagong
যতদিন মনত ছায় বাফোর বাড়িততাইক্কুম বাবার সেবা গইজ্জুম,Chittagong
হেরার বাগান অন্যরার বাগানের মত না,Mymensingh
 মুই সিলেটো থাকি,Sylhet
মোর তো এউক্কা হাত খরচ লাগে হেইয়াও হ্যায় দ্যায় না,Barishal 
একসময় ফোয়াইবারতুন মাইফোয়া ইবারে গম লাগিতো,Chittagong
হেয় ইস্কুলে যাইতে চায় না,Mymensingh
তোমারে লইয়া হারাইয়া যামু আকাশের নীলে,Barishal 
আমি আমার জামাইয়ের লগে রাগ করি কেরে তারার এরকম কথা কাটাকাটি হয়,Mymensingh
ডড় ভোইনর ঘরত ছোড এক্কান হাট দিয়ি,Chittagong
চল দুইজনে হাত ধইরা হারায়াম,Mymensingh
পরিবার তুলিয়া গাইল দেয়,Sylhet
মাইয়াফোয়ারে ফইত্তে দিয়িলেন,Chittagong
হঠাৎ শীত লাগি উইটলো,Noakhali
আমনে ঘুমে গোনে ওঠতে চান না?,Barishal 
এমন কি মোর বাপ মায় সামনে আইলে সালামডা পর্যন্ত দেয়না,Barishal 
"আজ গরিব বইল্লা পৃথিবীতে থাকি, বড়লোক হইলে মঙ্গল গ্রহে থাকতাম",Mymensingh
আইজকাল পড়াশুনার চাপ একছের,Barishal 
আই কি হুদা এককান জিনিস কইতাম হারি দয়া করি,Noakhali
একটা স্বাভাবিক মাইনষে ওতোতা ঘুমায় না,Sylhet
ভালবাসা মানে কাউরে জয় করা না বরং নিজেই কারো লাইজ্ঞা হাইরা যাওয়া,Mymensingh
ছোটরা ওতো কাম করে যেতক বড়োরার পছন্দ নায়,Sylhet
জীবনে বেমালা গান হুনি হেরপরেও কির লইজ্ঞা জানি না এই গানগুলার নাহান এত ভালো লাগে না,Barishal 
তোমার হেই মন আমি নিয়া নিলাম,Mymensingh
আমার লগে আহেন,Mymensingh
বাংলাদেশে মোরে হগলডি মোর ডাক নামে চেনে,Barishal 
আঁর ফ্রিয় সব্জি টমেটো,Chittagong
"যহন কোনো ব্যাডা কোনো বেডিরে ভালবাসে, তহন হ্যায় হ্যার লইজ্ঞা বেবাক কিছু করতে পারে",Barishal 
চলো ঘুড্ডি উড়াই,Noakhali
ফইরত কুব সুন্দর ওজ্ঞা ফাকি দেইক্কে,Chittagong
ওউ বার কুরবানিত লাল গরু কিনমু,Sylhet
 আম্মার খতা খয়দিন আগে মুই তানরে এখটা খষ্টর মাত কইছি,Sylhet
সকালে পরালেহা কইররা পেরত্তেকদিন শুরু করা ভালো হয়,Barishal 
তুমি আর মোর নাই মুই এইডা মানতেই পারতেয়াছি না,Barishal 
অনর কি হনো ফ্রশ্ন আচে নে,Chittagong
এউক্কা ভালো কাম করতে পারবেন?,Barishal 
"লগে থাকিও সাড়া জীবন, দূরই যাইয়ো না",Sylhet
গতকাইলগা ওকগা ছোট্ট বিষয় লই কইলেন বিয়ার হর হোলারা কিরুম বদলি যায়,Noakhali
মোর হরু ভাই মুরগর মাংস খাইতে ভালা ফায়,Sylhet
আর বড্ডা বইনরে আই বহুত ভালোবাসি,Noakhali
একজনোর আতত দোর এক্কান হাতা,Chittagong
মুই বিদ্যাশ গ্যাল্লাহম,Barishal 
হাসপাতালে আইয়াই মোরে কয় লও বাড়ি যাই,Barishal 
এইহানে কি করতেয়াছো তোমরা?,Barishal 
বিদ্যুৎ ছাড়া না হয় থাকন যায় কিন্তু পানি ছাড়া কেমনে থাকে মানুষ,Mymensingh
